page,group,subgroup,nreview,user,role,postcount,datecreated,hourcreated,message,reply
1,Honda,Honda Accord,112,Orbronco,Member,10,2020-01-07,15:42:33,"kyfdx said: jdtrick said:Hello.. can I please have the mf, residual, and incentives for a 2020 Accord Touring 2.0T with 12k / 36m in 66224?.00215 MF and 58% residual$500 incentiveThank you. Anything for 36/12k?? ",Yes
1,Honda,Honda Accord,113,Jonathaneeee,Member,13,2020-01-08,03:56:14,"Hello, can i please get the RV, MF and any incentives for a 2020 Honda Accord Sport 1.5T for 36 months lease, 10k miles/yr. on the money factor not sure if it matters but I have a credit score of 800. Zip 33176Can you negotiate the MF? ",No
1,Honda,Honda Accord,114,Michaell,Moderator,219539,2020-01-08,06:36:48,"Orbronco said: kyfdx said: jdtrick said:Hello.. can I please have the mf, residual, and incentives for a 2020 Accord Touring 2.0T with 12k / 36m in 66224?.00215 MF and 58% residual$500 incentiveThank you. Anything for 36/12k??Those are the 36/12 numbers ",Yes
1,Honda,Honda Accord,115,Michaell,Moderator,219539,2020-01-08,06:37:40,"Jonathaneeee said:Hello, can i please get the RV, MF and any incentives for a 2020 Honda Accord Sport 1.5T for 36 months lease, 10k miles/yr. on the money factor not sure if it matters but I have a credit score of 800. Zip 33176Can you negotiate the MF?.00127 and 60%$500 incentive ",Yes
1,Honda,Honda Accord,116,Zay99,Member,1,2020-01-08,07:28:34,"Hi, could you please provide Residual, MF and incentives for 2020 Honda Accord Sport 1.5 Turbo, 36/12K in 23452?Thanks! ",No
1,Honda,Honda Accord,117,kyfdx,Moderator,217095,2020-01-08,15:22:17,"Zay99 said:Hi, could you please provide Residual, MF and incentives for 2020 Honda Accord Sport 1.5 Turbo, 36/12K in 23452?Thanks!.00200 MF and 59% residual$500 incentive ",Yes
1,Honda,Honda Accord,118,bulgokee,Member,36,2020-01-08,17:41:23,"Can you please provide the MF, residual, and any available incentives for the below:2020 Accord EXL 1.5TTerm: 36 months/12,000 yearZip: 19104Thanks! ",No
1,Honda,Honda Accord,119,Jonathaneeee,Member,13,2020-01-08,19:02:29,"kyfdx said: Zay99 said:Hi, could you please provide Residual, MF and incentives for 2020 Honda Accord Sport 1.5 Turbo, 36/12K in 23452?Thanks!.00200 MF and 59% residual$500 incentiveWhy such a big difference from a different region?In Miami, Florida it’s .00127 and 60%.I have been emailing dealers and most have been offering .002000. Is this something you can negotiate? When in reality you can get much lower.Thanks for your help in advance ",Yes
1,Honda,Honda Accord,120,kyfdx,Moderator,217095,2020-01-08,21:34:45,"bulgokee said:Can you please provide the MF, residual, and any available incentives for the below:2020 Accord EXL 1.5TTerm: 36 months/12,000 yearZip: 19104Thanks! .00127 MF and 57% residual$500 incentive ",Yes
1,Honda,Honda Accord,121,kyfdx,Moderator,217095,2020-01-08,21:35:49,"Jonathaneeee said: kyfdx said: Zay99 said:Hi, could you please provide Residual, MF and incentives for 2020 Honda Accord Sport 1.5 Turbo, 36/12K in 23452?Thanks!.00200 MF and 59% residual$500 incentiveWhy such a big difference from a different region?In Miami, Florida it’s .00127 and 60%.I have been emailing dealers and most have been offering .002000. Is this something you can negotiate? When in reality you can get much lower.Thanks for your help in advanceYou are either in Region A or Region B.For Accords and Civics, Region B gets higher money factors. The dealer has no control over that. ",Yes
1,Honda,Honda Accord,122,Billy_123,Member,89,2020-01-08,23:33:22,Can i have numbers for 2020 Honda Accord sport 1.5 zip 22079! 36/12! Thanks in advance! ,No
1,Honda,Honda Accord,123,Michaell,Moderator,219539,2020-01-09,05:32:09,Billy_123 said:Can i have numbers for 2020 Honda Accord sport 1.5 zip 22079! 36/12! Thanks in advance!.00200 and 59%$500 incentive ,Yes
1,Honda,Honda Accord,124,Ishaan16 (Banned),Member,123,2020-01-09,05:36:46,"Hello, May I please have the MF, RV, and incentives on an LX and EX non hybrid in ZIP 92886? 36/15k please. ",No
1,Honda,Honda Accord,125,jordyzuck,Member,79,2020-01-09,06:46:29,"Can I get MF, RV, incentives for Sport with 2.0T and Manual transmission, 36k/12 07901 ",No
1,Honda,Honda Accord,126,kyfdx,Moderator,217095,2020-01-09,15:34:13,"Ishaan16 said:Hello, May I please have the MF, RV, and incentives on an LX and EX non hybrid in ZIP 92886? 36/15k please..00127 MF56%/55% residual for LX/EX$500 incentive ",Yes
1,Honda,Honda Accord,127,kyfdx,Moderator,217095,2020-01-09,15:34:57,"jordyzuck said:Can I get MF, RV, incentives for Sport with 2.0T and Manual transmission, 36k/12 07901.00127 MF and 58% residual$500 incentive ",Yes
1,Honda,Honda Accord,128,elvin_888,Member,5,2020-01-09,15:40:11,"May I get MF, RV, incentives for 2.0T Sport, 3 years 12k a year, Zipcode 92688 ",No
1,Honda,Honda Accord,129,kyfdx,Moderator,217095,2020-01-09,22:24:35,"elvin_888 said:May I get MF, RV, incentives for 2.0T Sport, 3 years 12k a year, Zipcode 92688.00127 MF and 58% residual$500 incentive ",Yes
1,Honda,Honda Accord,130,vampyzz,Member,58,2020-01-10,05:10:26,"Hello, May I get MF, RV, incentives/rebates for a 2020 Honda Accord 1.5T for 24/15k in 90066.Thank you. ",No
1,Honda,Honda Accord,131,Michaell,Moderator,219539,2020-01-10,07:41:26,"vampyzz said:Hello, May I get MF, RV, incentives/rebates for a 2020 Honda Accord 1.5T for 24/15k in 90066.Thank you.What trim level? ",Yes
1,Honda,Honda Accord,132,dmoran88,Member,17,2020-01-10,11:36:38,"Can I get MF/RV and incentives for 2020 Accord LX in 43026, 12K/36M. ",No
1,Honda,Honda Accord,133,kyfdx,Moderator,217095,2020-01-10,13:49:21,"dmoran88 said:Can I get MF/RV and incentives for 2020 Accord LX in 43026, 12K/36M..00127 MF and 58% residual$500 incentive ",Yes
1,Honda,Honda Accord,134,Orbronco,Member,10,2020-01-10,16:31:50,"Michaell said: Orbronco said:Hello, could I get RV, MF and any rebates for 2020 Honda Accord Touring 2.0 in 92557? Thank you 36/15.00150 and 56%$500 incentiveIs this any good?? ",Yes
1,Honda,Honda Accord,135,elchavalito,Member,1,2020-01-10,16:45:18,"Hello could I please have MF/RV and incentives for 2020 Accord LX and EX in 02038, 12K/36M.Thank you! ",No
1,Honda,Honda Accord,136,vampyzz,Member,58,2020-01-10,20:52:58,"Michaell said: vampyzz said:Hello, May I get MF, RV, incentives/rebates for a 2020 Honda Accord 1.5T for 24/15k in 90066.Thank you.What trim level?I apologize, the EX trim. ",Yes
1,Honda,Honda Accord,137,kyfdx,Moderator,217095,2020-01-10,21:33:03,"Orbronco said:Michaell said: Orbronco said:Hello, could I get RV, MF and any rebates for 2020 Honda Accord Touring 2.0 in 92557? Thank you 36/15.00150 and 56%$500 incentiveIs this any good??36/15.00127 MF and 55% residual$500 incentiveThe quote is for 36/12 (57% residual)If your sales tax rate is 7.75%, then the payment is correct.That is a nice discount, even taking into account the $500 dealer cash.I wouldn't start a lease with $5000 upfront though. With $2000 upfront, the monthly payment would be about $404/mo.The lease program is just average, and this is the most expensive trim. Not a cheap car to lease.The deal offered is pretty good, though. ",Yes
1,Honda,Honda Accord,138,kyfdx,Moderator,217095,2020-01-10,21:34:02,"elchavalito said:Hello could I please have MF/RV and incentives for 2020 Accord LX and EX in 02038, 12K/36M.Thank you!.00127 MF58%/57% residual for LX/EX$500 incentiveSport trim is 59% residual. Might lease out better ",Yes
1,Honda,Honda Accord,139,kyfdx,Moderator,217095,2020-01-10,21:34:33,"vampyzz said: Michaell said: vampyzz said:Hello, May I get MF, RV, incentives/rebates for a 2020 Honda Accord 1.5T for 24/15k in 90066.Thank you.What trim level?I apologize, the EX trim..00127 MF and 62% residual$500 incentive ",Yes
1,Honda,Honda Accord,140,Orbronco,Member,10,2020-01-10,22:24:52,"36/15.00127 MF and 55% residual$500 incentiveThe quote is for 36/12 (57% residual)If your sales tax rate is 7.75%, then the payment is correct.That is a nice discount, even taking into account the $500 dealer cash.I wouldn't start a lease with $5000 upfront though. With $2000 upfront, the monthly payment would be about $404/mo.The lease program is just average, and this is the most expensive trim. Not a cheap car to lease.The deal offered is pretty good, though.my tax is 8.75%. Why wouldn’t you put $5K down? I want to keep my payments low ",No
1,Honda,Honda Accord,141,Michaell,Moderator,219539,2020-01-11,06:28:08,"Orbronco said:36/15.00127 MF and 55% residual$500 incentiveThe quote is for 36/12 (57% residual)If your sales tax rate is 7.75%, then the payment is correct.That is a nice discount, even taking into account the $500 dealer cash.I wouldn't start a lease with $5000 upfront though. With $2000 upfront, the monthly payment would be about $404/mo.The lease program is just average, and this is the most expensive trim. Not a cheap car to lease.The deal offered is pretty good, though.my tax is 8.75%. Why wouldn’t you put $5K down? I want to keep my payments low The up front cash doesn't change the total cost of the lease. And, the up front money would be lost if the car is stolen or totaled.If you want to keep your payments low, go with a lower trim level. ",Yes
1,Honda,Honda Accord,142,Randy_RN,Member,2,2020-01-12,07:57:36,"Hi, can I please have the MF, residual and incentives, or I don’t know if they have a loyalty discount? (Accord lease is coming to an end)...for 2020 accord sport 2.0t. 36 months 12k miles. Zip code 91601. Thank you so much!  ",No
1,Honda,Honda Accord,143,kyfdx,Moderator,217095,2020-01-12,14:52:47,"Randy_RN said:Hi, can I please have the MF, residual and incentives, or I don’t know if they have a loyalty discount? (Accord lease is coming to an end)...for 2020 accord sport 2.0t. 36 months 12k miles. Zip code 91601. Thank you so much! .00127 MF and 58% residual$500 incentiveNo info on loyalty ",Yes
1,Honda,Honda Accord,144,Mcm2013,Member,19,2020-01-13,16:08:33,"Hello, may I please have the MF and RV for a 2020 Accord Sport 2.0T 12/36, zip code 91202 ",No
1,Honda,Honda Accord,145,kyfdx,Moderator,217095,2020-01-13,19:33:21,"Mcm2013 said:Hello, may I please have the MF and RV for a 2020 Accord Sport 2.0T 12/36, zip code 91202 .00127 MF and 58% residual$500 incentive ",Yes
1,Honda,Honda Accord,146,etreilin1977,Member,27,2020-01-14,01:04:04,"Looking for data on zip code 11803 for Honda Accord sedan lx and ex trim. Mf, residual and any incentives . 12 /36 ",No
1,Honda,Honda Accord,147,etreilin1977,Member,27,2020-01-14,01:06:59,Sorry for 2020 ,No
1,Honda,Honda Accord,148,kyfdx,Moderator,217095,2020-01-14,13:49:55,"etreilin1977 said:Looking for data on zip code 11803 for Honda Accord sedan lx and ex trim. Mf, residual and any incentives . 12 /36.00127 MF58%/57% residual for LX/EX$500 incentive ",Yes
1,Honda,Honda Accord,149,policeretread,Member,1,2020-01-14,21:14:17,"hi what is the MF, residual and lease or loyalty factor (if any for a 2020 Honda accord manual transmission 2.0 sport) 36m/12K 60643 thanks ",No
1,Honda,Honda Accord,150,kyfdx,Moderator,217095,2020-01-14,22:54:21,"policeretread said:hi what is the MF, residual and lease or loyalty factor (if any for a 2020 Honda accord manual transmission 2.0 sport) 36m/12K 60643 thanks .00127 MF and 59% residual$500 incentiveNo info on loyalty ",Yes
1,Honda,Honda Accord,151,djrich,Member,31,2020-01-15,19:51:45,"Feedback on this deal.....got this quote. seem good?2020 Accord Touring Lease 36/12, $1000 at signing $440 tax in..Vehicle Price $37,030.00Discount - $4,897.57Price $32,132.43Sales Tax (estimate) + $2,035.22Tire/Battery/MVWEA + $8.50Tag/Registration Fees (estimate) + $349.00Dealer Service Fee + $799.00Balance Due (estimate) $35,324.15 ",No
1,Honda,Honda Accord,152,kyfdx,Moderator,217095,2020-01-15,20:32:06,"djrich said:Feedback on this deal.....got this quote. seem good?2020 Accord Touring Lease 36/12, $1000 at signing $440 tax in..Vehicle Price $37,030.00Discount - $4,897.57Price $32,132.43Sales Tax (estimate) + $2,035.22Tire/Battery/MVWEA + $8.50Tag/Registration Fees (estimate) + $349.00Dealer Service Fee + $799.00Balance Due (estimate) $35,324.15What is your location? ",Yes
1,Honda,Honda Accord,153,djrich,Member,31,2020-01-15,20:40:18,"kyfdx said: djrich said:Feedback on this deal.....got this quote. seem good?2020 Accord Touring Lease 36/12, $1000 at signing $440 tax in..Vehicle Price $37,030.00Discount - $4,897.57Price $32,132.43Sales Tax (estimate) + $2,035.22Tire/Battery/MVWEA + $8.50Tag/Registration Fees (estimate) + $349.00Dealer Service Fee + $799.00Balance Due (estimate) $35,324.15What is your location?Sorry.. 33467 West Palm Florida ",Yes
1,Honda,Honda Accord,154,Michaell,Moderator,219539,2020-01-15,21:23:25,"djrich said: kyfdx said: djrich said:Feedback on this deal.....got this quote. seem good?2020 Accord Touring Lease 36/12, $1000 at signing $440 tax in..Vehicle Price $37,030.00Discount - $4,897.57Price $32,132.43Sales Tax (estimate) + $2,035.22Tire/Battery/MVWEA + $8.50Tag/Registration Fees (estimate) + $349.00Dealer Service Fee + $799.00Balance Due (estimate) $35,324.15What is your location?Sorry.. 33467 West Palm Florida.00127 and 57%$500 incentive (part of the discount)I'm guessing this is an AutoNation dealer? Their quotes are not lease oriented (no mention of the $595 acquisition fee, and taxes are paid monthly in FL).Ask them for a lease worksheet and see what's different.Also ask them for an itemization of the $1000 up front. We recommend you only pay first payment and tags/registration when you sign the contract. ",Yes
1,Honda,Honda Accord,155,djrich,Member,31,2020-01-15,22:02:40,"Michaell said: djrich said: kyfdx said: djrich said:Feedback on this deal.....got this quote. seem good?2020 Accord Touring Lease 36/12, $1000 at signing $440 tax in..Vehicle Price $37,030.00Discount - $4,897.57Price $32,132.43Sales Tax (estimate) + $2,035.22Tire/Battery/MVWEA + $8.50Tag/Registration Fees (estimate) + $349.00Dealer Service Fee + $799.00Balance Due (estimate) $35,324.15What is your location?Sorry.. 33467 West Palm Florida.00127 and 57%$500 incentive (part of the discount)I'm guessing this is an AutoNation dealer? Their quotes are not lease oriented (no mention of the $595 acquisition fee, and taxes are paid monthly in FL).Ask them for a lease worksheet and see what's different.Also ask them for an itemization of the $1000 up front. We recommend you only pay first payment and tags/registration when you sign the contract.Thanks, I know the $1000 is first payment and tag transfer but that seems to be built into the price of car already along with the FULL tax? This almost looks like a purchase pricing structure as opposed to lease. ",Yes
1,Honda,Honda Accord,156,Michaell,Moderator,219539,2020-01-16,03:58:35,"djrich said: Michaell said: djrich said: kyfdx said: djrich said:Feedback on this deal.....got this quote. seem good?2020 Accord Touring Lease 36/12, $1000 at signing $440 tax in..Vehicle Price $37,030.00Discount - $4,897.57Price $32,132.43Sales Tax (estimate) + $2,035.22Tire/Battery/MVWEA + $8.50Tag/Registration Fees (estimate) + $349.00Dealer Service Fee + $799.00Balance Due (estimate) $35,324.15What is your location?Sorry.. 33467 West Palm Florida.00127 and 57%$500 incentive (part of the discount)I'm guessing this is an AutoNation dealer? Their quotes are not lease oriented (no mention of the $595 acquisition fee, and taxes are paid monthly in FL).Ask them for a lease worksheet and see what's different.Also ask them for an itemization of the $1000 up front. We recommend you only pay first payment and tags/registration when you sign the contract.Thanks, I know the $1000 is first payment and tag transfer but that seems to be built into the price of car already along with the FULL tax? This almost looks like a purchase pricing structure as opposed to lease.If you look closely at the paperwork, that's exactly what it says (I'm guessing).Some dealers show the purchase numbers, then a lease payment that is in no way connected to them. ",Yes
1,Honda,Honda Accord,157,ask111,Member,2,2020-01-17,01:02:09,"Can I get the MF, Residual and any incentives for zip code 92802?Also, I have gotten this quote:2020 Accord Sport 1.5Drive-off: $1250Monthly: $253 (including tax) @ 7.75%Any good?Thanks ",No
1,Honda,Honda Accord,158,Michaell,Moderator,219539,2020-01-17,04:20:56,"ask111 said:Can I get the MF, Residual and any incentives for zip code 92802?Also, I have gotten this quote:2020 Accord Sport 1.5Drive-off: $1250Monthly: $253 (including tax) @ 7.75%Any good?ThanksWhat lease term and how many miles per year?MSRP?Selling price?Itemization of the drive off? ",Yes
1,Honda,Honda Accord,159,ask111,Member,2,2020-01-17,08:30:03,"Michaell said: ask111 said:Can I get the MF, Residual and any incentives for zip code 92802?Also, I have gotten this quote:2020 Accord Sport 1.5Drive-off: $1250Monthly: $253 (including tax) @ 7.75%Any good?ThanksWhat lease term and how many miles per year?MSRP?Selling price?Itemization of the drive off?36 months/12k milesMSRP: 27,100Selling Price: 23,xxxThe $1250 drive-off includes license, registration, title and first month payment. ",Yes
