title,views,comments,links,year,make,model,commentscount,viewscount
2023 Toyota BZ4X Lease Deals and Prices,223 views,23 comments,https://forums.edmunds.com/discussion/68174/toyota/bz4x/2023-toyota-bz4x-lease-deals-and-prices,2023,Toyota,BZ4X,23,223
2022 Toyota Supra Lease Deals and Prices,435 views,26 comments,https://forums.edmunds.com/discussion/68221/toyota/supra/2022-toyota-supra-lease-deals-and-prices,2022,Toyota,Supra,26,435
2023 Subaru Solterra Lease Deals and Prices,256 views,24 comments,https://forums.edmunds.com/discussion/68245/subaru/solterra/2023-subaru-solterra-lease-deals-and-prices,2023,Subaru,Solterra,24,256
2023 Land Rover Evoque Lease Deals and Prices,216 views,20 comments,https://forums.edmunds.com/discussion/68555/land-rover/range-rover-evoque/2023-land-rover-evoque-lease-deals-and-prices,2023,Land,Rover,20,216
2023 Subaru Impreza Lease Deals and Prices,539 views,61 comments,https://forums.edmunds.com/discussion/68667/subaru/impreza/2023-subaru-impreza-lease-deals-and-prices,2023,Subaru,Impreza,61,539
2023 Audi A6 Lease Deals and Purchase Prices,556 views,36 comments,https://forums.edmunds.com/discussion/68749/audi/a6/2023-audi-a6-lease-deals-and-purchase-prices,2023,Audi,A6,36,556
2023 Volvo S90 Lease Deals and Purchase Prices,135 views,14 comments,https://forums.edmunds.com/discussion/68764/volvo/s90/2023-volvo-s90-lease-deals-and-purchase-prices,2023,Volvo,S90,14,135
2023 Dodge Durango Lease Deals and Purchase Prices,356 views,34 comments,https://forums.edmunds.com/discussion/68779/dodge/durango/2023-dodge-durango-lease-deals-and-purchase-prices,2023,Dodge,Durango,34,356
2023 Mercedes Benz GLB-Class Lease Deals and Purchase Prices,410 views,37 comments,https://forums.edmunds.com/discussion/68796/mercedes-benz/glb-class/2023-mercedes-benz-glb-class-lease-deals-and-purchase-prices,2023,Mercedes,Benz,37,410
2023 Volkswagen Jetta Lease Deals and Purchase Prices,418 views,32 comments,https://forums.edmunds.com/discussion/68826/volkswagen/jetta/2023-volkswagen-jetta-lease-deals-and-purchase-prices,2023,Volkswagen,Jetta,32,418
2023 Hyundai Venue Lease Deals and Purchase Prices,346 views,42 comments,https://forums.edmunds.com/discussion/68844/hyundai/venue/2023-hyundai-venue-lease-deals-and-purchase-prices,2023,Hyundai,Venue,42,346
2023 Subaru BRZ Lease Deals and Purchase Prices,150 views,29 comments,https://forums.edmunds.com/discussion/68850/subaru/brz/2023-subaru-brz-lease-deals-and-purchase-prices,2023,Subaru,BRZ,29,150
2023 Mercedes GLS-Class Lease Deals and Purchase Prices,829 views,54 comments,https://forums.edmunds.com/discussion/68881/mercedes-benz/gls-class/2023-mercedes-gls-class-lease-deals-and-purchase-prices,2023,Mercedes,GLS-Class,54,829
2023 Infiniti QX50 Lease Deals and Purchase Prices,270 views,25 comments,https://forums.edmunds.com/discussion/68899/infiniti/qx50/2023-infiniti-qx50-lease-deals-and-purchase-prices,2023,Infiniti,QX50,25,270
2023 Toyota Corolla Cross Lease Deals and Purchase Prices,264 views,12 comments,https://forums.edmunds.com/discussion/68927/toyota/corolla-cross/2023-toyota-corolla-cross-lease-deals-and-purchase-prices,2023,Toyota,Corolla,12,264
2023 Genesis GV60 Lease Deals and Purchase Prices,443 views,44 comments,https://forums.edmunds.com/discussion/68946/genesis/gv60/2023-genesis-gv60-lease-deals-and-purchase-prices,2023,Genesis,GV60,44,443
2023 Lincoln Navigator Lease Deals and Purchase Prices,174 views,19 comments,https://forums.edmunds.com/discussion/69080/lincoln/navigator/2023-lincoln-navigator-lease-deals-and-purchase-prices,2023,Lincoln,Navigator,19,174
2023 Mazda MX-5 Miata Lease Deals and Purchase Prices,97 views,10 comments,https://forums.edmunds.com/discussion/69171/mazda/mx-5-miata/2023-mazda-mx-5-miata-lease-deals-and-purchase-prices,2023,Mazda,MX-5,10,97
2023 Nissan Kicks Lease Deals and Purchase Prices,55 views,10 comments,https://forums.edmunds.com/discussion/69243/nissan/kicks/2023-nissan-kicks-lease-deals-and-purchase-prices,2023,Nissan,Kicks,10,55
2023 Lexus LX Lease Deals and Purchase Prices,92 views,10 comments,https://forums.edmunds.com/discussion/69261/lexus/lx-600/2023-lexus-lx-lease-deals-and-purchase-prices,2023,Lexus,LX,10,92
Used MINI buying advice?,52 views,2 comments,https://forums.edmunds.com/discussion/69269/mini/cooper/used-mini-buying-advice,Used,MINI,buying,2,52
2023 Ford Mustang Lease Deals and Purchase Prices,23 views,2 comments,https://forums.edmunds.com/discussion/69306/ford/mustang/2023-ford-mustang-lease-deals-and-purchase-prices,2023,Ford,Mustang,2,23
2023 Dodge Hornet Lease Deals and Purchase Prices,31 views,1 comment,https://forums.edmunds.com/discussion/69319/dodge/hornet/2023-dodge-hornet-lease-deals-and-purchase-prices,2023,Dodge,Hornet,1,31
"Car Commercials, the good, the bad, and the annoying!",44.3K views,8.3K comments,https://forums.edmunds.com/discussion/8/general/x/car-commercials-the-good-the-bad-and-the-annoying,Car,"Commercials,",the,8300,44300
5 Questions To Ask Before You Say Yes to a New Car Deal,243.3K views,16 comments,https://forums.edmunds.com/discussion/25695/editorial/x/5-questions-to-ask-before-you-say-yes-to-a-new-car-deal,5,Questions,To,16,243300
Should I Buy an Out-of-State Car? | Edmunds.com,219.7K views,11 comments,https://forums.edmunds.com/discussion/33133/general/x/should-i-buy-an-out-of-state-car-edmunds-com,Should,I,Buy,11,219700
2017 Honda CR-V Lease Deals and Prices,58K views,648 comments,https://forums.edmunds.com/discussion/44005/honda/cr-v/2017-honda-cr-v-lease-deals-and-prices,2017,Honda,CR-V,648,5800
2022 Acura MDX Lease Deals and Prices,51.1K views,1.1K comments,https://forums.edmunds.com/discussion/64911/acura/mdx/2022-acura-mdx-lease-deals-and-prices,2022,Acura,MDX,1100,51100
2022 Kia K5 Lease Deals and Prices,5.8K views,506 comments,https://forums.edmunds.com/discussion/66512/kia/k5/2022-kia-k5-lease-deals-and-prices,2022,Kia,K5,506,5800
2022 Chevrolet Equinox Lease Deals and Prices,2.9K views,233 comments,https://forums.edmunds.com/discussion/66809/chevrolet/equinox/2022-chevrolet-equinox-lease-deals-and-prices,2022,Chevrolet,Equinox,233,2900
2022 Audi A5 Lease Deals and Prices,2.5K views,151 comments,https://forums.edmunds.com/discussion/66925/audi/a5/2022-audi-a5-lease-deals-and-prices,2022,Audi,A5,151,2500
2022 Lincoln Navigator Lease Deals and Prices,1.5K views,117 comments,https://forums.edmunds.com/discussion/67049/lincoln/navigator/2022-lincoln-navigator-lease-deals-and-prices,2022,Lincoln,Navigator,117,1500
2022 Audi Q8 Lease Deals and Prices,1.5K views,70 comments,https://forums.edmunds.com/discussion/67171/audi/q8/2022-audi-q8-lease-deals-and-prices,2022,Audi,Q8,70,1500
2022 Subaru Ascent Lease Deals and Prices,2.6K views,257 comments,https://forums.edmunds.com/discussion/67201/subaru/ascent/2022-subaru-ascent-lease-deals-and-prices,2022,Subaru,Ascent,257,2600
2022 Chevrolet Trax Lease Deals and Prices,233 views,36 comments,https://forums.edmunds.com/discussion/67232/chevrolet/trax/2022-chevrolet-trax-lease-deals-and-prices,2022,Chevrolet,Trax,36,233
2022 Mercedes-Benz GLS-Class Lease Deals and Prices,3.4K views,129 comments,https://forums.edmunds.com/discussion/67276/mercedes-benz/gls-class/2022-mercedes-benz-gls-class-lease-deals-and-prices,2022,Mercedes-Benz,GLS-Class,129,3400
2022 Toyota Tacoma Lease Deals and Prices,7.6K views,473 comments,https://forums.edmunds.com/discussion/67318/toyota/tacoma/2022-toyota-tacoma-lease-deals-and-prices,2022,Toyota,Tacoma,473,7600
2022 Infiniti Q50 Lease Deals and Prices,1.5K views,107 comments,https://forums.edmunds.com/discussion/67319/infiniti/q50/2022-infiniti-q50-lease-deals-and-prices,2022,Infiniti,Q50,107,1500
2022 Lexus RC Lease Deals and Prices,155 views,12 comments,https://forums.edmunds.com/discussion/67461/lexus/rc-350/2022-lexus-rc-lease-deals-and-prices,2022,Lexus,RC,12,155
2022 Buick Enclave Lease Deals and Prices,546 views,50 comments,https://forums.edmunds.com/discussion/67485/buick/enclave/2022-buick-enclave-lease-deals-and-prices,2022,Buick,Enclave,50,546
2022 Nissan Maxima Lease Deals and Prices,213 views,12 comments,https://forums.edmunds.com/discussion/67627/nissan/maxima/2022-nissan-maxima-lease-deals-and-prices,2022,Nissan,Maxima,12,213
2022 Mazda CX-9 Lease Deals and Prices,6.8K views,478 comments,https://forums.edmunds.com/discussion/67645/mazda/cx-9/2022-mazda-cx-9-lease-deals-and-prices,2022,Mazda,CX-9,478,6800
2022 Ford Bronco Sport Lease Deals and Prices,1.7K views,103 comments,https://forums.edmunds.com/discussion/67656/ford/bronco-sport/2022-ford-bronco-sport-lease-deals-and-prices,2022,Ford,Bronco,103,1700
2022 Jeep Gladiator Lease Deals and Prices,2.7K views,157 comments,https://forums.edmunds.com/discussion/67672/jeep/gladiator/2022-jeep-gladiator-lease-deals-and-prices,2022,Jeep,Gladiator,157,2700
2022 Mazda 3 Lease Deals and Prices,2.3K views,164 comments,https://forums.edmunds.com/discussion/67685/mazda/mazda3/2022-mazda-3-lease-deals-and-prices,2022,Mazda,3,164,2300
2022 Dodge Challenger Lease Deals and Prices,1.8K views,131 comments,https://forums.edmunds.com/discussion/67739/dodge/challenger/2022-dodge-challenger-lease-deals-and-prices,2022,Dodge,Challenger,131,1800
2022 Ford Edge Lease Deals and Prices,666 views,62 comments,https://forums.edmunds.com/discussion/67771/ford/edge/2022-ford-edge-lease-deals-and-prices,2022,Ford,Edge,62,666
2022 Volkswagen Golf R Lease Deals and Prices,1.2K views,65 comments,https://forums.edmunds.com/discussion/67816/volkswagen/golf-r/2022-volkswagen-golf-r-lease-deals-and-prices,2022,Volkswagen,Golf,65,1200
2022 Nissan Rogue Lease Deals and Prices,2.7K views,204 comments,https://forums.edmunds.com/discussion/67847/nissan/rogue/2022-nissan-rogue-lease-deals-and-prices,2022,Nissan,Rogue,204,2700
2022 Nissan Kicks Lease Deals and Prices,311 views,32 comments,https://forums.edmunds.com/discussion/67878/nissan/kicks/2022-nissan-kicks-lease-deals-and-prices,2022,Nissan,Kicks,32,311
2022 Jeep Cherokee Lease Deals and Prices,763 views,68 comments,https://forums.edmunds.com/discussion/68105/jeep/cherokee/2022-jeep-cherokee-lease-deals-and-prices,2022,Jeep,Cherokee,68,763
2023 BMW 8-Series Lease Deals and Prices,1K views,58 comments,https://forums.edmunds.com/discussion/68128/bmw/8-series/2023-bmw-8-series-lease-deals-and-prices,2023,BMW,8-Series,58,100
2023 Cadillac XT5 Lease Deals and Prices,416 views,40 comments,https://forums.edmunds.com/discussion/68408/cadillac/xt5/2023-cadillac-xt5-lease-deals-and-prices,2023,Cadillac,XT5,40,416
2022 Mercedes G-Class Lease Deals and Prices,369 views,18 comments,https://forums.edmunds.com/discussion/68439/mercedes-benz/g-class/2022-mercedes-g-class-lease-deals-and-prices,2022,Mercedes,G-Class,18,369
2023 Mercedes Benz CLA-Class Lease Deals and Prices,334 views,27 comments,https://forums.edmunds.com/discussion/68676/mercedes-benz/cla-class/2023-mercedes-benz-cla-class-lease-deals-and-prices,2023,Mercedes,Benz,27,334
2023 Audi RS7 Lease Deals and Prices,166 views,11 comments,https://forums.edmunds.com/discussion/68703/audi/rs-7/2023-audi-rs7-lease-deals-and-prices,2023,Audi,RS7,11,166
2023 Audi SQ8 Lease Deals and Purchase Prices,106 views,4 comments,https://forums.edmunds.com/discussion/68868/audi/sq8/2023-audi-sq8-lease-deals-and-purchase-prices,2023,Audi,SQ8,4,106
Cadillac Lyriq Lease Deals and Purchase Prices,192 views,11 comments,https://forums.edmunds.com/discussion/68896/cadillac/lyriq/cadillac-lyriq-lease-deals-and-purchase-prices,Cadillac,Lyriq,Lease,11,192
2023 Audi S7 Lease Deals and Purchase Prices,42 views,5 comments,https://forums.edmunds.com/discussion/69118/audi/s7/2023-audi-s7-lease-deals-and-purchase-prices,2023,Audi,S7,5,42
2023 Mitsubishi Eclipse Cross Lease Deals and Purchase Prices,21 views,5 comments,https://forums.edmunds.com/discussion/69127/mitsubishi/eclipse-cross/2023-mitsubishi-eclipse-cross-lease-deals-and-purchase-prices,2023,Mitsubishi,Eclipse,5,21
2023 Mercedes G-Class Lease Deals and Purchase Prices,145 views,7 comments,https://forums.edmunds.com/discussion/69156/mercedes-benz/g-class/2023-mercedes-g-class-lease-deals-and-purchase-prices,2023,Mercedes,G-Class,7,145
2023 Jaguar E-Pace Lease Deals and Purchase Prices,11 views,0 comments,https://forums.edmunds.com/discussion/69157/jaguar/e-pace/2023-jaguar-e-pace-lease-deals-and-purchase-prices,2023,Jaguar,E-Pace,0,11
2023 Mercedes CLS-Class Lease Deals and Purchase Prices,25 views,2 comments,https://forums.edmunds.com/discussion/69248/mercedes-benz/cls-class/2023-mercedes-cls-class-lease-deals-and-purchase-prices,2023,Mercedes,CLS-Class,2,25
What Car is Right For Me? Help Me Choose!,26.8K views,4.2K comments,https://forums.edmunds.com/discussion/2444/general/x/what-car-is-right-for-me-help-me-choose,What,Car,is,4200,26800
To ResistAll or Not To...,170.5K views,41 comments,https://forums.edmunds.com/discussion/11173/nissan/murano/to-resistall-or-not-to,To,ResistAll,or,41,170500
Audi R8 Lease Questions,8.1K views,274 comments,https://forums.edmunds.com/discussion/39322/audi/r8/audi-r8-lease-questions,Audi,R8,Lease,274,8100
2020 Jaguar F-Pace Lease Deals and Prices,12.2K views,573 comments,https://forums.edmunds.com/discussion/55780/jaguar/f-pace/2020-jaguar-f-pace-lease-deals-and-prices,2020,Jaguar,F-Pace,573,12200
2021 Jeep Wrangler Lease Deals and Prices,51.7K views,2.6K comments,https://forums.edmunds.com/discussion/62804/jeep/wrangler/2021-jeep-wrangler-lease-deals-and-prices,2021,Jeep,Wrangler,2600,51700
2022 Genesis GV70 Lease Deals and Prices,10.3K views,345 comments,https://forums.edmunds.com/discussion/66622/genesis/gv70/2022-genesis-gv70-lease-deals-and-prices,2022,Genesis,GV70,345,10300
2022 Kia Telluride Lease Deals and Prices,11.4K views,707 comments,https://forums.edmunds.com/discussion/66656/kia/telluride/2022-kia-telluride-lease-deals-and-prices,2022,Kia,Telluride,707,11400
2022 Hyundai Kona EV Lease Deals and Prices,1.2K views,90 comments,https://forums.edmunds.com/discussion/66856/hyundai/kona/2022-hyundai-kona-ev-lease-deals-and-prices,2022,Hyundai,Kona,90,1200
2022 Audi Q3 Lease Deals and Prices,5.1K views,260 comments,https://forums.edmunds.com/discussion/66954/audi/q3/2022-audi-q3-lease-deals-and-prices,2022,Audi,Q3,260,5100
2022 Kia Niro Lease Deals and Prices,3.5K views,383 comments,https://forums.edmunds.com/discussion/67039/kia/niro/2022-kia-niro-lease-deals-and-prices,2022,Kia,Niro,383,3500
2022 Honda Pilot Lease Deals and Prices,7.1K views,339 comments,https://forums.edmunds.com/discussion/67054/honda/pilot/2022-honda-pilot-lease-deals-and-prices,2022,Honda,Pilot,339,7100
2022 Jaguar I-PACE Lease Deals and Prices,935 views,22 comments,https://forums.edmunds.com/discussion/67162/jaguar/i-pace/2022-jaguar-i-pace-lease-deals-and-prices,2022,Jaguar,I-PACE,22,935
2022 Chevrolet Tahoe Lease Deals and Prices,4.1K views,194 comments,https://forums.edmunds.com/discussion/67304/chevrolet/tahoe/2022-chevrolet-tahoe-lease-deals-and-prices,2022,Chevrolet,Tahoe,194,4100
2022 Toyota Highlander Lease Deals and Prices,6.1K views,343 comments,https://forums.edmunds.com/discussion/67359/toyota/highlander/2022-toyota-highlander-lease-deals-and-prices,2022,Toyota,Highlander,343,6100
2022 Volkswagen Atlas Cross Sport Lease Deals and Prices,1.8K views,120 comments,https://forums.edmunds.com/discussion/67369/volkswagen/atlas-cross-sport/2022-volkswagen-atlas-cross-sport-lease-deals-and-prices,2022,Volkswagen,Atlas,120,1800
2022 Audi S6 Lease Deals and Prices,367 views,35 comments,https://forums.edmunds.com/discussion/67394/audi/s6/2022-audi-s6-lease-deals-and-prices,2022,Audi,S6,35,367
2022 Genesis GV80 Lease Deals and Prices,2.1K views,77 comments,https://forums.edmunds.com/discussion/67455/genesis/gv80/2022-genesis-gv80-lease-deals-and-prices,2022,Genesis,GV80,77,2100
2022 Hyundai Santa Cruz Lease Deals and Prices,486 views,42 comments,https://forums.edmunds.com/discussion/67489/hyundai/santa-cruz/2022-hyundai-santa-cruz-lease-deals-and-prices,2022,Hyundai,Santa,42,486
2022 Toyota Tundra Lease Deals and Prices,9K views,537 comments,https://forums.edmunds.com/discussion/67520/toyota/tundra/2022-toyota-tundra-lease-deals-and-prices,2022,Toyota,Tundra,537,900
2022 Toyota RAV4 Lease Deals and Prices,7.5K views,479 comments,https://forums.edmunds.com/discussion/67524/toyota/rav4/2022-toyota-rav4-lease-deals-and-prices,2022,Toyota,RAV4,479,7500
2022 Buick Envision Lease Deals and Prices,547 views,54 comments,https://forums.edmunds.com/discussion/67586/buick/envision/2022-buick-envision-lease-deals-and-prices,2022,Buick,Envision,54,547
2022 Nissan Altima Lease Deals and Prices,1.5K views,119 comments,https://forums.edmunds.com/discussion/67601/nissan/altima/2022-nissan-altima-lease-deals-and-prices,2022,Nissan,Altima,119,1500
2022 Hyundai Ioniq 5 Lease Deals and Prices,3.6K views,85 comments,https://forums.edmunds.com/discussion/67608/hyundai/ioniq-5/2022-hyundai-ioniq-5-lease-deals-and-prices,2022,Hyundai,Ioniq,85,3600
2022 Infiniti QX50 Lease Deals and Prices,988 views,71 comments,https://forums.edmunds.com/discussion/67626/infiniti/qx50/2022-infiniti-qx50-lease-deals-and-prices,2022,Infiniti,QX50,71,988
2022 Audi A3 Lease Deals and Prices,1.1K views,91 comments,https://forums.edmunds.com/discussion/67630/audi/a3/2022-audi-a3-lease-deals-and-prices,2022,Audi,A3,91,1100
2022 Toyota Corolla Cross Lease Deals and Prices,958 views,72 comments,https://forums.edmunds.com/discussion/67727/toyota/corolla-cross/2022-toyota-corolla-cross-lease-deals-and-prices,2022,Toyota,Corolla,72,958
2022 Jeep Grand Cherokee L Lease Deals and Prices,3.8K views,352 comments,https://forums.edmunds.com/discussion/67809/jeep/grand-cherokee-l/2022-jeep-grand-cherokee-l-lease-deals-and-prices,2022,Jeep,Grand,352,3800
2022 Audi A7 Lease Deals and Prices,242 views,13 comments,https://forums.edmunds.com/discussion/67810/audi/a7/2022-audi-a7-lease-deals-and-prices,2022,Audi,A7,13,242
2022 Volvo C40 Recharge Lease Deals and Prices,569 views,37 comments,https://forums.edmunds.com/discussion/67831/volvo/c40-recharge/2022-volvo-c40-recharge-lease-deals-and-prices,2022,Volvo,C40,37,569
2022 Ford Ranger Lease Deals and Prices,543 views,58 comments,https://forums.edmunds.com/discussion/67851/ford/ranger/2022-ford-ranger-lease-deals-and-prices,2022,Ford,Ranger,58,543
